Slice Item ;Raw material Item ;;Qté;Qté Unit ;Unit ;;Site 59;;;;;;
M306903;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306904;M206900;BOM_M306904-01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306904;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306905;M206900;BOM_M306905-01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306905;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306906;M206900;BOM_M306906-01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306906;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306907;M206900;BOM_M306907-01;1.0000000000000000;1.0000000000000000;Pcs;1;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M306907;BW00389;BOM_M206900_03;20.8500000000000000;1.0000000000000000;mm;2;Casablanca;INV-INT;Intermediates;DAHER;HRH-Manual;;
M400001;M500272;BOM-M400001-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400001;M500274;BOM-M400001-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400001;M500273;BOM-M400001-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400001;M200004;BOM_M500273_01;0.1300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400001;M200008;BOM_M500274_01;0.2600000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400001;M200002;BOM_M500272_01;0.1300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;M500275;BOM-M400002-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;M500276;BOM-M400002-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;M500277;BOM-M400002-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;M500278;BOM-M400002-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;C108140;BOM_M500275_01;0.5200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;C108140;BOM_M500276_01;0.0900000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;C108140;BOM_M500277_01;0.5200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400002;C108140;BOM_M500278_01;0.1700000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400200;M500300;BOM_M400200-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400200;M500301;BOM_M400200-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400200;M200042;BOM_M500300-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400200;M200042;BOM_M500301-02;0.9000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400201;M500302;BOM_M400201-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400201;M500303;BOM_M400201-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400201;M200042;BOM_M500302-01;0.1000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400201;M200042;BOM_M500303-02;0.9000000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500332;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500334;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500336;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500338;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500340;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500342;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500344;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500346;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M500348;BOM_M400228-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500342-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500344-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500332-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500334-02;0.0100000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500336-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500338-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500340-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500346-02;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400228;M200183;BOM_M500348-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500353;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500335;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500337;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500339;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500341;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500343;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500345;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500347;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M500349;BOM_M400229-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500343-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500345-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500353-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500335-02;0.0100000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500336-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500339-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500341-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500347-02;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400229;M200183;BOM_M500349-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500354;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500356;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500358;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500360;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500340;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500362;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500344;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500346;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M500348;BOM_M400230-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500344-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500354-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500356-01;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500358-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500360-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500362;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500340-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500346-02;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400230;M200183;BOM_M500348-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500355;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500357;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500359;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500341;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500363;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500345;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500347;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500349;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M500361;BOM_M400231-01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500345-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500363-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500355-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500357-01;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500359-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500361-01;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500341-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500347-02;0.0300000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400231;M200183;BOM_M500349-02;0.0200000000000000;1.0000000000000000;Pcs;2;Casablanca;INV-FG;Finished Goods;DAHER;Cov FG;;
M400555;M505165;BOM-M400555_01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
M400555;M505167;BOM-M400555_01;1.0000000000000000;1.0000000000000000;EA;1;Casablanca;INV-FG;Finished Goods;DAHER;HRH-Manual;;
